project_id,project_name,project_type,state,district,project_manager_id,village_count,land_area_acres,affected_families,total_landowners,project_budget,planned_start_date,planned_completion_date,current_stage,project_status,created_at,updated_at
LG-000657,Gautam Buddha Nagar Canal Greenfield Connector,Canal,Uttar Pradesh,Gautam Buddha Nagar,USR-00910,30,2598.59,2958,3398,72916396789.73,2020-10-26,2022-10-26,Possession,Cancelled,2020-10-26 09:00:00,2021-05-26 09:00:00
LG-000658,Ghaziabad Industrial Corridor Bypass Construction,Industrial Corridor,Uttar Pradesh,Ghaziabad,USR-00910,3,469.88,3130,5681,50511204887.93,2021-09-13,2024-09-12,Notification,Active,2021-09-13 09:00:00,2022-01-29 09:00:00
LG-000659,Ghazipur Railway Industrial Cluster Feeder,Railway,Uttar Pradesh,Ghazipur,USR-00910,3,4674.68,2031,2778,19662531627.88,2022-06-12,2028-06-10,Land Identification,Active,2022-06-12 09:00:00,2022-10-21 09:00:00
LG-000660,Gonda Canal Power Grid Link,Canal,Uttar Pradesh,Gonda,USR-00919,20,2647.89,583,991,14488266822.56,2019-02-11,2024-02-10,Land Identification,Active,2019-02-11 09:00:00,2019-06-04 09:00:00
LG-000661,Gorakhpur Highway Greenfield Connector,Highway,Uttar Pradesh,Gorakhpur,USR-00910,40,5395.57,3879,9326,62922521151.11,2019-12-12,2024-12-10,Possession,Completed,2019-12-12 09:00:00,2020-02-26 09:00:00
LG-000662,Hamirpur Water Supply Greenfield Connector,Water Supply,Uttar Pradesh,Hamirpur,USR-00919,28,2023.48,164,391,65342447034.5,2021-02-26,2027-02-25,Compensation,Active,2021-02-26 09:00:00,2021-07-25 09:00:00
LG-000663,Hapur Water Supply Industrial Cluster Feeder,Water Supply,Uttar Pradesh,Hapur,USR-00919,20,9562.59,1999,4629,67858457168.37,2021-02-20,2024-02-20,Possession,Active,2021-02-20 09:00:00,2021-09-22 09:00:00
LG-000664,Hardoi Industrial Corridor Greenfield Connector,Industrial Corridor,Uttar Pradesh,Hardoi,USR-00910,22,5934.35,606,761,27184127087.74,2023-11-11,2029-11-09,R&R,Completed,2023-11-11 09:00:00,2024-04-25 09:00:00
LG-000665,Hathras Industrial Corridor Industrial Cluster Feeder,Industrial Corridor,Uttar Pradesh,Hathras,USR-00910,15,8479.16,4861,5392,81264122178.41,2018-12-14,2024-12-12,R&R,Active,2018-12-14 09:00:00,2019-03-16 09:00:00
LG-000666,Jalaun Water Supply Industrial Cluster Feeder,Water Supply,Uttar Pradesh,Jalaun,USR-00919,9,9687.84,1258,2797,77474172950.72,2018-01-14,2024-01-13,Survey,Active,2018-01-14 09:00:00,2018-08-12 09:00:00
LG-000667,Jaunpur Highway Power Grid Link,Highway,Uttar Pradesh,Jaunpur,USR-00919,24,986.91,3912,8860,60236249770.69,2021-06-07,2027-06-06,Compensation,Active,2021-06-07 09:00:00,2021-12-19 09:00:00
LG-000668,Jhansi Industrial Corridor Metro Line Extension,Industrial Corridor,Uttar Pradesh,Jhansi,USR-00919,13,4560.23,169,229,40602171579.3,2021-04-05,2023-04-05,Objection/Hearing,Active,2021-04-05 09:00:00,2021-07-07 09:00:00
LG-000669,Kannauj Canal Bypass Construction,Canal,Uttar Pradesh,Kannauj,USR-00910,38,8569.79,2304,4747,97401505764.07,2024-03-13,2026-03-13,Legal Resolution,Active,2024-03-13 09:00:00,2024-11-18 09:00:00
LG-000670,Kanpur Dehat Highway Industrial Cluster Feeder,Highway,Uttar Pradesh,Kanpur Dehat,USR-00919,35,4474.32,141,317,79998264672.11,2021-10-24,2026-10-23,Land Identification,Active,2021-10-24 09:00:00,2022-07-14 09:00:00
LG-000671,Kanpur Nagar Dam Metro Line Extension,Dam,Uttar Pradesh,Kanpur Nagar,USR-00919,10,4682.28,2543,4641,46154305870.71,2022-05-05,2024-05-04,Survey,Completed,2022-05-05 09:00:00,2023-02-24 09:00:00
LG-000672,Kasganj Dam Greenfield Connector,Dam,Uttar Pradesh,Kasganj,USR-00910,5,8303.82,3501,6662,48712319192.79,2020-08-02,2025-08-01,Survey,Active,2020-08-02 09:00:00,2021-01-05 09:00:00
LG-000673,Kaushambi Highway Power Grid Link,Highway,Uttar Pradesh,Kaushambi,USR-00910,38,2537.77,668,1230,60884441638.66,2020-12-10,2022-12-10,Approval,Active,2020-12-10 09:00:00,2020-12-23 09:00:00
LG-000674,Kheri Canal Power Grid Link,Canal,Uttar Pradesh,Kheri,USR-00910,38,5629.99,1805,3924,93544500619.36,2023-10-26,2025-10-25,Survey,Completed,2023-10-26 09:00:00,2023-11-14 09:00:00
LG-000675,Kushinagar Highway Freight Corridor Expansion,Highway,Uttar Pradesh,Kushinagar,USR-00910,29,1301.0,3224,7549,97319808325.43,2018-11-15,2024-11-13,Documentation,Active,2018-11-15 09:00:00,2019-07-20 09:00:00
LG-000676,Lalitpur Highway Expressway Development,Highway,Uttar Pradesh,Lalitpur,USR-00919,5,9829.94,3140,4819,34137334842.98,2018-09-03,2022-09-02,Legal Resolution,Active,2018-09-03 09:00:00,2018-09-30 09:00:00
LG-000677,Lucknow Urban Development Expressway Development,Urban Development,Uttar Pradesh,Lucknow,USR-00910,9,9398.09,624,1384,50638825426.88,2024-04-19,2026-04-19,Possession,Active,2024-04-19 09:00:00,2024-11-22 09:00:00
LG-000678,Maharajganj Water Supply Irrigation Modernization,Water Supply,Uttar Pradesh,Maharajganj,USR-00910,39,6925.14,4470,9687,45936600369.13,2023-05-09,2028-05-07,Compensation,Active,2023-05-09 09:00:00,2023-11-17 09:00:00
LG-000679,Mahoba Canal Expressway Development,Canal,Uttar Pradesh,Mahoba,USR-00910,21,7043.65,1400,2551,64669645336.01,2023-11-24,2027-11-23,Documentation,Completed,2023-11-24 09:00:00,2024-06-25 09:00:00
LG-000680,Mainpuri Metro Metro Line Extension,Metro,Uttar Pradesh,Mainpuri,USR-00910,6,7223.46,2584,4251,77793173570.43,2018-08-07,2020-08-06,Objection/Hearing,On Hold,2018-08-07 09:00:00,2019-02-27 09:00:00
LG-000681,Mathura Industrial Corridor Metro Line Extension,Industrial Corridor,Uttar Pradesh,Mathura,USR-00910,17,4790.05,4620,6593,83464810018.13,2018-07-23,2020-07-22,Objection/Hearing,Active,2018-07-23 09:00:00,2019-03-18 09:00:00
LG-000682,Mau Urban Development Greenfield Connector,Urban Development,Uttar Pradesh,Mau,USR-00910,9,4767.03,4946,12170,3889026500.89,2018-09-08,2023-09-07,Final Handover,Active,2018-09-08 09:00:00,2019-04-24 09:00:00
LG-000683,Meerut Railway Irrigation Modernization,Railway,Uttar Pradesh,Meerut,USR-00910,9,8135.56,4795,9227,84567014853.19,2023-06-12,2028-06-10,Compensation,Completed,2023-06-12 09:00:00,2024-02-12 09:00:00
LG-000684,Mirzapur Highway Greenfield Connector,Highway,Uttar Pradesh,Mirzapur,USR-00919,17,9074.46,2793,4806,59759103898.26,2023-01-01,2025-12-31,Final Handover,On Hold,2023-01-01 09:00:00,2023-09-07 09:00:00
LG-000685,Moradabad Canal Smart City Water Network,Canal,Uttar Pradesh,Moradabad,USR-00910,39,865.95,2339,5129,25439790709.25,2024-06-06,2030-06-05,R&R,Active,2024-06-06 09:00:00,2024-06-23 09:00:00
LG-000686,Muzaffarnagar Urban Development Irrigation Modernization,Urban Development,Uttar Pradesh,Muzaffarnagar,USR-00919,38,661.99,144,212,28346374525.21,2020-02-12,2023-02-11,R&R,Completed,2020-02-12 09:00:00,2020-07-25 09:00:00
LG-000687,Pilibhit Power Project Freight Corridor Expansion,Power Project,Uttar Pradesh,Pilibhit,USR-00919,31,2627.44,2193,5159,66625354802.94,2023-03-14,2027-03-13,Possession,Active,2023-03-14 09:00:00,2024-01-05 09:00:00
LG-000688,Pratapgarh Highway Freight Corridor Expansion,Highway,Uttar Pradesh,Pratapgarh,USR-00910,18,6712.94,1928,4315,7163972601.26,2022-05-16,2025-05-15,Approval,Active,2022-05-16 09:00:00,2022-09-08 09:00:00
LG-000689,Prayagraj Highway Expressway Development,Highway,Uttar Pradesh,Prayagraj,USR-00910,14,4183.15,2915,6614,2607952677.9,2024-02-18,2030-02-16,Documentation,Completed,2024-02-18 09:00:00,2024-11-04 09:00:00
LG-000690,Raebareli Canal Bypass Construction,Canal,Uttar Pradesh,Raebareli,USR-00919,23,3452.07,494,1224,67008650986.46,2020-09-21,2024-09-20,Compensation,Active,2020-09-21 09:00:00,2021-02-20 09:00:00
LG-000691,Rampur Highway Expressway Development,Highway,Uttar Pradesh,Rampur,USR-00919,5,3673.83,2945,3941,43770621147.36,2023-06-06,2028-06-04,Compensation,Active,2023-06-06 09:00:00,2023-08-06 09:00:00
LG-000692,Saharanpur Urban Development Bypass Construction,Urban Development,Uttar Pradesh,Saharanpur,USR-00919,37,6282.69,307,536,36335763658.88,2020-11-04,2024-11-03,Documentation,Active,2020-11-04 09:00:00,2021-03-15 09:00:00
LG-000693,Sambhal Highway Bypass Construction,Highway,Uttar Pradesh,Sambhal,USR-00910,12,3246.48,1227,2212,39050326296.7,2021-05-26,2024-05-25,Final Handover,Active,2021-05-26 09:00:00,2022-02-06 09:00:00
LG-000694,Sant Kabir Nagar Dam Smart City Water Network,Dam,Uttar Pradesh,Sant Kabir Nagar,USR-00910,6,5834.9,4305,5614,27445723321.17,2020-08-06,2026-08-05,Compensation,Completed,2020-08-06 09:00:00,2021-05-30 09:00:00
LG-000695,Shahjahanpur Water Supply Greenfield Connector,Water Supply,Uttar Pradesh,Shahjahanpur,USR-00919,35,3663.32,2411,5795,59177861374.46,2018-09-22,2022-09-21,Legal Resolution,Active,2018-09-22 09:00:00,2019-02-21 09:00:00
LG-000696,Shamli Railway Greenfield Connector,Railway,Uttar Pradesh,Shamli,USR-00910,9,3782.6,109,290,39364683096.73,2019-12-05,2024-12-03,Documentation,Completed,2019-12-05 09:00:00,2020-07-20 09:00:00
LG-000697,Shravasti Urban Development Ring Road Phase II,Urban Development,Uttar Pradesh,Shravasti,USR-00910,8,6780.62,3176,5839,33126920912.77,2024-09-16,2026-09-16,Legal Resolution,Active,2024-09-16 09:00:00,2025-06-02 09:00:00
LG-000698,Siddharthnagar Highway Smart City Water Network,Highway,Uttar Pradesh,Siddharthnagar,USR-00919,1,3792.62,4385,9651,80851268628.82,2022-03-02,2028-02-29,R&R,Active,2022-03-02 09:00:00,2022-12-24 09:00:00
LG-000699,Sitapur Urban Development Industrial Cluster Feeder,Urban Development,Uttar Pradesh,Sitapur,USR-00919,29,9722.39,1215,2390,89191449048.97,2023-01-21,2027-01-20,Final Handover,Completed,2023-01-21 09:00:00,2023-09-20 09:00:00
LG-000700,Sonbhadra Railway Ring Road Phase II,Railway,Uttar Pradesh,Sonbhadra,USR-00919,27,4438.83,2774,4945,88721153808.2,2023-12-04,2025-12-03,Possession,Active,2023-12-04 09:00:00,2024-06-24 09:00:00
LG-000701,Sultanpur Highway Smart City Water Network,Highway,Uttar Pradesh,Sultanpur,USR-00919,36,4227.14,30,96,83319476912.87,2019-03-27,2022-03-26,Legal Resolution,On Hold,2019-03-27 09:00:00,2019-08-06 09:00:00
LG-000702,Unnao Railway Expressway Development,Railway,Uttar Pradesh,Unnao,USR-00910,8,7835.9,4101,4737,89279613817.92,2020-11-01,2024-10-31,Survey,Completed,2020-11-01 09:00:00,2021-05-20 09:00:00
LG-000703,Varanasi Power Project Industrial Cluster Feeder,Power Project,Uttar Pradesh,Varanasi,USR-00919,14,8045.25,102,211,71185669218.67,2021-08-11,2026-08-10,Compensation,Active,2021-08-11 09:00:00,2022-03-21 09:00:00
LG-000704,Almora Railway Smart City Water Network,Railway,Uttarakhand,Almora,USR-01015,10,7494.22,3224,4489,53054833063.74,2020-06-11,2025-06-10,Objection/Hearing,Active,2020-06-11 09:00:00,2020-07-25 09:00:00
LG-000705,Bageshwar Power Project Metro Line Extension,Power Project,Uttarakhand,Bageshwar,USR-00977,25,6813.12,2835,6335,89275540407.44,2018-04-13,2023-04-12,Survey,Completed,2018-04-13 09:00:00,2018-09-29 09:00:00
LG-000706,Chamoli Power Project Ring Road Phase II,Power Project,Uttarakhand,Chamoli,USR-01015,12,8161.35,2313,2599,52450900948.29,2024-11-03,2027-11-03,Documentation,Active,2024-11-03 09:00:00,2025-04-14 09:00:00
LG-000707,Champawat Highway Ring Road Phase II,Highway,Uttarakhand,Champawat,USR-01015,3,7826.92,2136,2869,33611190096.57,2022-12-14,2025-12-13,Possession,On Hold,2022-12-14 09:00:00,2023-08-08 09:00:00
LG-000708,Dehradun Industrial Corridor Greenfield Connector,Industrial Corridor,Uttarakhand,Dehradun,USR-00977,17,6904.25,4903,8915,71190110495.57,2021-11-07,2027-11-06,Compensation,Active,2021-11-07 09:00:00,2021-11-19 09:00:00
LG-000709,Haridwar Dam Power Grid Link,Dam,Uttarakhand,Haridwar,USR-01015,39,1088.05,3953,5600,49487699657.35,2018-07-01,2022-06-30,Survey,Active,2018-07-01 09:00:00,2018-11-21 09:00:00
LG-000710,Nainital Power Project Power Grid Link,Power Project,Uttarakhand,Nainital,USR-00977,35,2330.63,2991,5017,63486567633.72,2018-01-09,2020-01-09,R&R,Completed,2018-01-09 09:00:00,2018-02-08 09:00:00
LG-000711,Pauri Garhwal Industrial Corridor Metro Line Extension,Industrial Corridor,Uttarakhand,Pauri Garhwal,USR-01015,6,9039.23,1910,2752,42220658972.04,2019-07-05,2023-07-04,Approval,Active,2019-07-05 09:00:00,2020-01-06 09:00:00
LG-000712,Pithoragarh Highway Industrial Cluster Feeder,Highway,Uttarakhand,Pithoragarh,USR-01015,23,3118.97,2423,4841,78929021380.36,2019-03-20,2023-03-19,Final Handover,Active,2019-03-20 09:00:00,2019-05-06 09:00:00
LG-000713,Rudraprayag Airport Greenfield Connector,Airport,Uttarakhand,Rudraprayag,USR-01015,22,2443.0,890,1666,88312554805.83,2023-08-09,2027-08-08,Survey,Active,2023-08-09 09:00:00,2023-08-21 09:00:00
LG-000714,Tehri Garhwal Water Supply Metro Line Extension,Water Supply,Uttarakhand,Tehri Garhwal,USR-00977,14,5091.32,3952,4558,85329280412.91,2022-12-05,2028-12-03,Land Identification,Active,2022-12-05 09:00:00,2023-01-11 09:00:00
LG-000715,Udham Singh Nagar Water Supply Metro Line Extension,Water Supply,Uttarakhand,Udham Singh Nagar,USR-00977,7,4589.07,819,1411,37314400566.54,2020-02-13,2023-02-12,Land Identification,Active,2020-02-13 09:00:00,2020-03-20 09:00:00
LG-000716,Uttarkashi Airport Metro Line Extension,Airport,Uttarakhand,Uttarkashi,USR-00977,19,8381.08,4175,5062,93501832865.81,2019-01-06,2022-01-05,Notification,Active,2019-01-06 09:00:00,2019-03-19 09:00:00
LG-000717,Alipurduar Highway Ring Road Phase II,Highway,West Bengal,Alipurduar,USR-00918,35,523.57,2285,4805,59147254205.75,2018-01-23,2021-01-22,Possession,Active,2018-01-23 09:00:00,2018-11-10 09:00:00
LG-000718,Bankura Metro Irrigation Modernization,Metro,West Bengal,Bankura,USR-00918,20,3433.37,2190,4559,14406270503.18,2018-05-02,2022-05-01,Legal Resolution,Active,2018-05-02 09:00:00,2019-01-24 09:00:00
LG-000719,Birbhum Railway Power Grid Link,Railway,West Bengal,Birbhum,USR-00918,17,5399.31,2856,6951,94810923482.94,2021-04-27,2027-04-26,Objection/Hearing,Completed,2021-04-27 09:00:00,2022-02-12 09:00:00
LG-000720,Cooch Behar Metro Ring Road Phase II,Metro,West Bengal,Cooch Behar,USR-00873,39,7320.53,4324,4883,26541775294.87,2024-05-18,2029-05-17,Possession,Completed,2024-05-18 09:00:00,2025-02-14 09:00:00
LG-000721,Dakshin Dinajpur Airport Power Grid Link,Airport,West Bengal,Dakshin Dinajpur,USR-00984,31,5662.1,4951,10039,31348780838.21,2024-10-10,2029-10-09,Legal Resolution,Active,2024-10-10 09:00:00,2025-05-09 09:00:00
LG-000722,Darjeeling Industrial Corridor Industrial Cluster Feeder,Industrial Corridor,West Bengal,Darjeeling,USR-00883,11,7274.39,2708,6593,43478718661.59,2023-07-17,2029-07-15,Documentation,Active,2023-07-17 09:00:00,2023-12-19 09:00:00
LG-000723,Hooghly Metro Freight Corridor Expansion,Metro,West Bengal,Hooghly,USR-00873,32,9573.15,1254,3033,48851251024.97,2018-11-28,2023-11-27,Survey,Completed,2018-11-28 09:00:00,2019-07-10 09:00:00
LG-000724,Howrah Industrial Corridor Smart City Water Network,Industrial Corridor,West Bengal,Howrah,USR-00883,40,7950.68,3666,5928,7705097779.53,2022-05-22,2027-05-21,Survey,Active,2022-05-22 09:00:00,2023-03-17 09:00:00
LG-000725,Jalpaiguri Highway Metro Line Extension,Highway,West Bengal,Jalpaiguri,USR-00984,23,9888.83,1034,1253,5805413476.09,2021-05-12,2023-05-12,Documentation,Active,2021-05-12 09:00:00,2021-12-31 09:00:00
LG-000726,Jhargram Dam Smart City Water Network,Dam,West Bengal,Jhargram,USR-00998,38,4303.59,2035,4890,15249856242.02,2020-04-25,2025-04-24,Objection/Hearing,On Hold,2020-04-25 09:00:00,2020-07-20 09:00:00
LG-000727,Kalimpong Highway Power Grid Link,Highway,West Bengal,Kalimpong,USR-00883,18,7830.1,1085,2238,71949360058.68,2022-01-07,2025-01-06,Legal Resolution,Active,2022-01-07 09:00:00,2022-08-03 09:00:00
LG-000728,Kolkata Highway Metro Line Extension,Highway,West Bengal,Kolkata,USR-00925,36,4446.4,779,1903,57875971421.42,2020-07-20,2023-07-20,Objection/Hearing,Completed,2020-07-20 09:00:00,2021-04-10 09:00:00
LG-000729,Malda Industrial Corridor Ring Road Phase II,Industrial Corridor,West Bengal,Malda,USR-00883,12,3143.0,266,594,30620716374.18,2018-11-17,2020-11-16,Legal Resolution,Active,2018-11-17 09:00:00,2019-04-28 09:00:00
LG-000730,Murshidabad Canal Irrigation Modernization,Canal,West Bengal,Murshidabad,USR-00873,17,2161.79,1942,4286,18708839045.0,2021-10-28,2025-10-27,Compensation,Completed,2021-10-28 09:00:00,2022-06-17 09:00:00
LG-000731,Nadia Urban Development Industrial Cluster Feeder,Urban Development,West Bengal,Nadia,USR-00883,38,1989.23,1089,1712,8736123216.32,2022-02-14,2026-02-13,Legal Resolution,Active,2022-02-14 09:00:00,2022-05-13 09:00:00
LG-000732,North 24 Parganas Power Project Metro Line Extension,Power Project,West Bengal,North 24 Parganas,USR-00873,32,8557.85,1981,4219,94393202357.33,2019-03-18,2022-03-17,Documentation,Active,2019-03-18 09:00:00,2019-12-24 09:00:00
LG-000733,Paschim Bardhaman Railway Irrigation Modernization,Railway,West Bengal,Paschim Bardhaman,USR-00918,5,2892.38,4652,9092,41397408873.98,2023-04-03,2028-04-01,Survey,Active,2023-04-03 09:00:00,2023-11-09 09:00:00
LG-000734,Paschim Medinipur Urban Development Expressway Development,Urban Development,West Bengal,Paschim Medinipur,USR-00883,32,3636.06,2653,5092,22159223076.33,2022-08-28,2028-08-26,Final Handover,Completed,2022-08-28 09:00:00,2022-10-07 09:00:00
LG-000735,Purba Bardhaman Power Project Expressway Development,Power Project,West Bengal,Purba Bardhaman,USR-00918,20,2523.92,1935,4852,96325773459.48,2023-10-02,2029-09-30,Possession,Completed,2023-10-02 09:00:00,2024-03-25 09:00:00
LG-000736,Purba Medinipur Highway Bypass Construction,Highway,West Bengal,Purba Medinipur,USR-00883,36,6412.71,500,1199,20182404178.02,2019-08-16,2021-08-15,Objection/Hearing,Active,2019-08-16 09:00:00,2019-11-03 09:00:00
LG-000737,Purulia Highway Expressway Development,Highway,West Bengal,Purulia,USR-00918,33,3109.88,4985,6754,17372902289.81,2019-08-12,2023-08-11,Approval,Active,2019-08-12 09:00:00,2019-12-29 09:00:00
LG-000738,South 24 Parganas Urban Development Metro Line Extension,Urban Development,West Bengal,South 24 Parganas,USR-00883,35,1263.25,2513,5310,86573518823.59,2023-01-01,2026-12-31,Documentation,Cancelled,2023-01-01 09:00:00,2023-06-16 09:00:00
LG-000739,Uttar Dinajpur Highway Industrial Cluster Feeder,Highway,West Bengal,Uttar Dinajpur,USR-00998,33,9293.5,878,1737,27804868339.28,2019-09-27,2022-09-26,Compensation,Active,2019-09-27 09:00:00,2019-11-13 09:00:00
LG-000740,Nicobar Industrial Corridor Power Grid Link,Industrial Corridor,Andaman and Nicobar Islands,Nicobar,USR-00987,8,5679.5,498,736,2375451262.22,2022-03-06,2024-03-05,Land Identification,Active,2022-03-06 09:00:00,2022-04-16 09:00:00
LG-000741,North and Middle Andaman Power Project Industrial Cluster Feeder,Power Project,Andaman and Nicobar Islands,North and Middle Andaman,USR-00987,10,3733.78,1624,3518,97527278890.13,2022-12-04,2028-12-02,Notification,Completed,2022-12-04 09:00:00,2022-12-27 09:00:00
LG-000742,South Andaman Power Project Bypass Construction,Power Project,Andaman and Nicobar Islands,South Andaman,USR-00987,14,5095.09,4288,7226,43129714440.47,2018-08-09,2024-08-07,Objection/Hearing,Active,2018-08-09 09:00:00,2019-03-16 09:00:00
LG-000743,Chandigarh Water Supply Power Grid Link,Water Supply,Chandigarh,Chandigarh,USR-00914,38,9262.02,501,807,66775039686.12,2021-05-13,2025-05-12,Notification,Completed,2021-05-13 09:00:00,2022-01-14 09:00:00
LG-000744,Dadra and Nagar Haveli Power Project Power Grid Link,Power Project,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,USR-01006,31,2500.79,1479,2756,11140157076.93,2021-06-15,2024-06-14,Possession,Active,2021-06-15 09:00:00,2021-07-03 09:00:00
LG-000745,Daman Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Dadra and Nagar Haveli and Daman and Diu,Daman,USR-00973,12,7494.96,4338,6490,85182851995.4,2018-01-15,2022-01-14,Approval,Active,2018-01-15 09:00:00,2018-08-12 09:00:00
LG-000746,Diu Urban Development Smart City Water Network,Urban Development,Dadra and Nagar Haveli and Daman and Diu,Diu,USR-00973,37,2637.66,1709,1966,19703050482.42,2020-06-28,2025-06-27,R&R,Active,2020-06-28 09:00:00,2021-04-08 09:00:00
LG-000747,Central Delhi Dam Greenfield Connector,Dam,Delhi,Central Delhi,USR-00913,33,3041.87,3536,8631,35514911060.96,2022-10-14,2024-10-13,Land Identification,Active,2022-10-14 09:00:00,2023-07-19 09:00:00
LG-000748,East Delhi Railway Expressway Development,Railway,Delhi,East Delhi,USR-00913,34,5126.53,2163,3331,30435156082.57,2024-04-26,2028-04-25,Documentation,Active,2024-04-26 09:00:00,2025-02-11 09:00:00
LG-000749,New Delhi Railway Irrigation Modernization,Railway,Delhi,New Delhi,USR-00913,32,7468.34,3330,5132,31760435435.56,2020-06-06,2022-06-06,Final Handover,Completed,2020-06-06 09:00:00,2020-09-10 09:00:00
LG-000750,North Delhi Dam Industrial Cluster Feeder,Dam,Delhi,North Delhi,USR-00992,2,4385.76,1687,3178,35438801275.98,2020-01-02,2025-12-31,Approval,Active,2020-01-02 09:00:00,2020-02-11 09:00:00
LG-000751,North East Delhi Water Supply Metro Line Extension,Water Supply,Delhi,North East Delhi,USR-00949,28,6742.94,1981,2271,34284846049.04,2023-01-07,2026-01-06,Compensation,Completed,2023-01-07 09:00:00,2023-03-07 09:00:00
LG-000752,North West Delhi Metro Expressway Development,Metro,Delhi,North West Delhi,USR-00970,24,2324.55,1932,3670,25030063683.95,2019-05-18,2024-05-16,Land Identification,Active,2019-05-18 09:00:00,2019-12-01 09:00:00
LG-000753,Shahdara Water Supply Expressway Development,Water Supply,Delhi,Shahdara,USR-00992,17,1389.13,4872,6605,70970732483.07,2018-11-06,2020-11-05,Land Identification,Active,2018-11-06 09:00:00,2019-01-25 09:00:00
LG-000754,South Delhi Urban Development Smart City Water Network,Urban Development,Delhi,South Delhi,USR-00970,2,9790.65,1122,2089,48454046057.77,2019-08-11,2022-08-10,Objection/Hearing,Active,2019-08-11 09:00:00,2020-04-04 09:00:00
LG-000755,South East Delhi Power Project Ring Road Phase II,Power Project,Delhi,South East Delhi,USR-00992,29,1971.67,475,827,12199565729.4,2020-06-27,2025-06-26,Final Handover,Active,2020-06-27 09:00:00,2020-10-05 09:00:00
LG-000756,South West Delhi Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Delhi,South West Delhi,USR-00949,31,2344.8,4149,4840,29236502456.99,2022-05-12,2024-05-11,Objection/Hearing,Active,2022-05-12 09:00:00,2022-12-19 09:00:00
LG-000757,West Delhi Power Project Bypass Construction,Power Project,Delhi,West Delhi,USR-00913,21,5772.57,18,51,70819578196.59,2020-10-13,2025-10-12,R&R,Active,2020-10-13 09:00:00,2020-12-06 09:00:00
LG-000758,Anantnag Power Project Metro Line Extension,Power Project,Jammu and Kashmir,Anantnag,USR-00939,16,7015.32,675,984,4698639911.66,2022-02-03,2027-02-02,Survey,Active,2022-02-03 09:00:00,2022-07-28 09:00:00
LG-000759,Bandipora Power Project Ring Road Phase II,Power Project,Jammu and Kashmir,Bandipora,USR-00921,25,2702.05,4799,10087,24714529818.13,2018-08-19,2020-08-18,Objection/Hearing,Active,2018-08-19 09:00:00,2019-05-14 09:00:00
LG-000760,Baramulla Power Project Bypass Construction,Power Project,Jammu and Kashmir,Baramulla,USR-00921,10,7554.16,2924,5247,10228496621.66,2021-09-09,2026-09-08,Final Handover,Active,2021-09-09 09:00:00,2021-12-10 09:00:00
LG-000761,Budgam Urban Development Bypass Construction,Urban Development,Jammu and Kashmir,Budgam,USR-00921,27,9429.58,4666,5424,55831449256.83,2022-10-17,2028-10-15,Notification,Completed,2022-10-17 09:00:00,2023-07-24 09:00:00
LG-000762,Doda Railway Greenfield Connector,Railway,Jammu and Kashmir,Doda,USR-00921,21,3752.08,2047,3924,81327910211.74,2022-09-12,2027-09-11,Land Identification,Completed,2022-09-12 09:00:00,2023-04-06 09:00:00
LG-000763,Ganderbal Canal Power Grid Link,Canal,Jammu and Kashmir,Ganderbal,USR-00921,10,9645.98,3446,3932,80752855752.39,2018-07-07,2024-07-05,Objection/Hearing,Active,2018-07-07 09:00:00,2019-02-25 09:00:00
LG-000764,Jammu Highway Expressway Development,Highway,Jammu and Kashmir,Jammu,USR-00939,12,5736.57,2976,6193,10067627344.57,2022-05-27,2024-05-26,Documentation,Active,2022-05-27 09:00:00,2022-11-13 09:00:00
LG-000765,Kathua Industrial Corridor Irrigation Modernization,Industrial Corridor,Jammu and Kashmir,Kathua,USR-00939,12,1200.47,238,545,95799482524.71,2024-06-21,2029-06-20,Legal Resolution,Completed,2024-06-21 09:00:00,2024-12-21 09:00:00
LG-000766,Kishtwar Industrial Corridor Industrial Cluster Feeder,Industrial Corridor,Jammu and Kashmir,Kishtwar,USR-00921,40,5239.13,321,364,22572593725.36,2019-04-16,2025-04-14,Notification,Active,2019-04-16 09:00:00,2019-11-23 09:00:00
LG-000767,Kulgam Water Supply Smart City Water Network,Water Supply,Jammu and Kashmir,Kulgam,USR-00939,36,9586.23,3364,5995,38062597525.27,2021-10-04,2027-10-03,Documentation,Active,2021-10-04 09:00:00,2022-06-17 09:00:00
LG-000768,Kupwara Railway Power Grid Link,Railway,Jammu and Kashmir,Kupwara,USR-00876,27,1035.0,4711,7651,7435119699.62,2023-10-05,2029-10-03,Documentation,Active,2023-10-05 09:00:00,2023-10-30 09:00:00
LG-000769,Poonch Highway Ring Road Phase II,Highway,Jammu and Kashmir,Poonch,USR-00876,14,7910.85,2893,6882,94978436789.0,2023-05-10,2027-05-09,Approval,Active,2023-05-10 09:00:00,2023-06-20 09:00:00
LG-000770,Pulwama Power Project Metro Line Extension,Power Project,Jammu and Kashmir,Pulwama,USR-00876,21,6301.64,557,1290,36857032957.12,2023-09-06,2027-09-05,Documentation,Completed,2023-09-06 09:00:00,2023-10-19 09:00:00
